true,http://shop.monrovia.com/abbey-road-masterwort.html,21.95
false,,
true,http://shop.monrovia.com/abbotswood-potentilla-34871.html,42.95
true,http://shop.monrovia.com/aquiba-drinking-gourd-plantain-lily.html,21.95
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/acoma-crape-myrtle.html,64.0
true,http://shop.monrovia.com/adagio-maiden-grass.html,21.95
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/african-iris.html,19.95
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/akebono-yoshino-cherry.html,109.0
false,,
false,,
true,http://shop.monrovia.com/alaska-azalea.html,19.95
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/albion-strawberry-32348.html,9.99
false,,
true,http://shop.monrovia.com/alexander-magnolia.html,85.0
true,http://shop.monrovia.com/alice-du-pont-mandevilla.html,29.95
true,http://shop.monrovia.com/alice-oakleaf-hydrangea-36427.html,75.0
false,,
true,http://shop.monrovia.com/all-gold-japanese-forest-grass.html,34.95
false,,
false,,
true,http://shop.monrovia.com/allegheny-viburnum-35160.html,69.0
true,http://shop.monrovia.com/allgold-scotch-broom.html,24.95
false,,
false,,
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/alphonse-karr-bamboo.html,119.0
false,,
true,http://shop.monrovia.com/alpine-carpetr-juniper-34549.html,42.95
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/american-maidenhair-fern.html,21.95
true,http://shop.monrovia.com/american-red-bush-lantana.html,16.95
false,,
false,,
true,http://shop.monrovia.com/amethyst-falls-american-wisteria.html,29.95
false,,
false,,
false,,
true,http://shop.monrovia.com/amour-hibiscus-31694.html,69.0
false,,
false,,
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/angel-redr-pomegranate.html,59.0
true,http://shop.monrovia.com/angel-white-lilac-32068.html,75.0
true,http://shop.monrovia.com/angel-wing-jasmine.html,19.95
true,http://shop.monrovia.com/angel-s-blushr-flowering-cherry.html,109.0
true,http://shop.monrovia.com/angel-s-blushr-hydrangea-34326.html,49.95
false,,
true,http://shop.monrovia.com/angelina-stonecrop.html,16.95
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/anna-apple.html,129.0
true,http://shop.monrovia.com/anna-rose-whitney-rhododendron-33009.html,65.0
false,,
true,http://shop.monrovia.com/annabelle-hydrangea-34267.html,49.95
false,,
false,,
true,http://shop.monrovia.com/anthony-waterer-spirea.html,19.95
false,,
true,http://shop.monrovia.com/aoyagi-japanese-maple-33853.html,189.0
false,,
false,,
true,http://shop.monrovia.com/aphrodite-plantain-lily.html,19.95
true,http://shop.monrovia.com/aphrodite-rose-of-sharon.html,19.95
false,,
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/apple-blossom-clematis-36592.html,99.0
false,,
false,,
false,,
true,http://shop.monrovia.com/apricot-driftr-groundcover-rose-36524.html,49.95
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/arabella-clematis-33423.html,59.0
true,http://shop.monrovia.com/arabian-jasmine.html,24.95
true,http://shop.monrovia.com/arabian-lilac.html,21.95
false,,
true,http://shop.monrovia.com/arapaho-crape-myrtle-33835.html,64.0
false,,
false,,
false,,
true,http://shop.monrovia.com/arcadia-juniper-31792.html,49.95
false,,
false,,
true,http://shop.monrovia.com/arctic-firetm-red-twig-dogwood-32429.html,47.95
false,,
false,,
true,http://shop.monrovia.com/pyrus-aristocrat-r.html,
false,,
false,,
true,http://shop.monrovia.com/arizona-sun-blanket-flower.html,16.95
false,,
false,,
false,,
true,http://shop.monrovia.com/armstrong-juniper.html,59.0
false,,
false,,
true,http://shop.monrovia.com/arnold-promise-witch-hazel-31597.html,119.0
false,,
false,,
false,,
true,http://shop.monrovia.com/arp-rosemary.html,21.95
true,http://shop.monrovia.com/artichoke-agave.html,59.0
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/august-beauty-gardenia.html,21.95
true,http://shop.monrovia.com/august-beauty-gardenia-grafted-31519.html,89.0
true,http://shop.monrovia.com/aunt-dee-kentucky-wisteria-36307.html,75.0
false,,
false,,
true,http://shop.monrovia.com/austral-gemtm-bird-s-nest-fern.html,21.95
false,,
true,http://shop.monrovia.com/australian-tree-fern-31562.html,75.0
true,http://shop.monrovia.com/austrian-pine-34999.html,69.0
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/sedum-x-autumn-charm-pp14421.html,
false,,
true,http://shop.monrovia.com/autumn-fern.html,21.95
false,,
true,http://shop.monrovia.com/autumn-glowtm-muhly.html,21.95
true,http://shop.monrovia.com/autumn-gold-maidenhair-tree-31623.html,119.0
true,http://shop.monrovia.com/autumn-joy-stonecrop.html,16.95
true,http://shop.monrovia.com/autumn-leaves-coral-bells.html,24.95
false,,
true,http://shop.monrovia.com/autumn-moon-azalea.html,19.95
true,http://shop.monrovia.com/autumn-moon-fullmoon-maple-31460.html,189.0
false,,
false,,
false,,
true,http://shop.monrovia.com/autumn-splendor-horse-chestnut.html,109.0
false,,
true,http://shop.monrovia.com/avalanche-evergreen-clematis.html,59.0
true,http://shop.monrovia.com/avalanche-feather-reed-grass.html,21.95
true,http://shop.monrovia.com/avalanche-white-sun-daisy.html,16.95
true,http://shop.monrovia.com/avondale-redbud.html,95.0
false,,
false,,
false,,
true,http://shop.monrovia.com/aztec-grass.html,16.95
false,,
true,http://shop.monrovia.com/azure-bush-germander.html,19.95
false,,
true,http://shop.monrovia.com/baby-blisstm-flax-lily.html,24.95
true,http://shop.monrovia.com/baby-blue-eyes-spruce.html,129.0
true,http://shop.monrovia.com/baby-blue-sawara-cypress-35424.html,44.95
false,,
false,,
true,http://shop.monrovia.com/baby-joe-dwarf-pye-weed.html,19.95
true,http://shop.monrovia.com/hyd-pan-baby-lace-r-pp23387.html,
true,http://shop.monrovia.com/baby-petetm-lily-of-the-nile.html,24.95
true,http://shop.monrovia.com/baby-rita-prickly-pear.html,59.0
false,,
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/baja-ruellia.html,0.0
true,http://shop.monrovia.com/balboa-sunsetr-trumpet-creeper.html,24.95
false,,
false,,
true,http://shop.monrovia.com/ballerina-cranesbill.html,16.95
true,http://shop.monrovia.com/ballerina-indian-hawthorne-32667.html,44.95
true,http://shop.monrovia.com/monarda-d-balmy-lilac-ppaf.html,
true,http://shop.monrovia.com/monarda-d-balmy-pink-ppaf.html,
true,http://shop.monrovia.com/monarda-d-balmy-purple-ppaf.html,
false,,
false,,
false,,
true,http://shop.monrovia.com/banana-shrub.html,75.0
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/lantana-bandana-r-pink-pp20555.html,
true,http://shop.monrovia.com/bandanar-rose-improved-lantana-36470.html,16.95
false,,
false,,
true,http://shop.monrovia.com/barbara-karst-bougainvillea.html,24.95
true,http://shop.monrovia.com/barbeque-rosemary.html,21.95
false,,
true,http://shop.monrovia.com/bartzella-itoh-peony.html,139.0
false,,
false,,
true,http://shop.monrovia.com/bauer-s-dracaena-palm.html,29.95
false,,
false,,
true,http://shop.monrovia.com/beach-plum.html,64.0
false,,
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/beauty-japanese-plum.html,124.0
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/becky-shasta-daisy.html,16.95
false,,
true,http://shop.monrovia.com/beesia.html,21.95
false,,
false,,
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/belgian-hybrid-orange-bush-lily-31465.html,49.95
true,http://shop.monrovia.com/belgian-hybrid-yellow-bush-lily-33786.html,49.95
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/bengal-orange-bougainvillea.html,24.95
false,,
false,,
false,,
false,,
true,http://shop.monrovia.com/bennerup-blue-siberian-iris.html,19.95
false,,
false,,
false,,
true,http://shop.monrovia.com/berri-magicr-china-holly-combination.html,49.95
false,,
true,http://shop.monrovia.com/berri-magicr-kids-holly-combination.html,49.95
true,http://shop.monrovia.com/berri-magicr-royalty-holly-combination.html,49.95
true,http://shop.monrovia.com/berries-jubileer-woodbine-honeysuckle.html,29.95
true,http://shop.monrovia.com/magenta-saxifrage.html,21.95
true,http://shop.monrovia.com/lag-berry-dazzle-r-pp22161.html,
false,,
